ctime,datid,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,conflicts,temp_files,temp_bytes,deadlocks,checksum_failures,checksum_last_failure,blk_read_time,blk_write_time,session_time,active_time,idle_in_transaction_time,sessions,sessions_abandoned,sessions_fatal,sessions_killed,stats_reset
1682725843.507663,22501,dbt2,4,4363765,19694,84292883,828276072,234343467,188827530,26487835,49028218,1728226,0,0,0,20,,,0,0,682060522.957,625927660.648,20044949.538,2026,749,0,0,2023-04-28 07:35:51.975166-07
1682725843.507663,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682725843.507663,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682725903.501543,0,,0,0,0,3974,76344,26706,18930,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682725903.501543,14779,postgres,0,1586,0,11410,207926,882436,92012,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682725903.501543,22501,dbt2,2,4372736,19738,84457835,829822940,234780354,189217073,26542417,49125138,1731508,0,0,0,20,,,0,0,682121045.936,625975574.533,20051821.779,2029,749,0,0,2023-04-28 07:35:51.975166-07
1682725903.501543,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682725903.501543,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682725963.523594,0,,0,0,0,4002,76548,26813,18985,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682725963.523594,14779,postgres,0,1588,0,11442,207977,883677,92026,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682725963.523594,22501,dbt2,3,4380158,19770,84614474,831130065,235144464,189539966,26587215,49207163,1734423,0,0,0,20,,,0,0,682181947.981,626022908.108,20059188.351,2036,749,0,0,2023-04-28 07:35:51.975166-07
1682725963.523594,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682725963.523594,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726023.530195,0,,0,0,0,4027,76700,26887,19027,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726023.530195,14779,postgres,0,1590,0,11474,208028,884918,92040,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726023.530195,22501,dbt2,2,4387500,19809,84741787,832401560,235499813,189855769,26631315,49288363,1737325,0,0,0,20,,,0,0,682242002.664,626069802.335,20066417.199,2041,749,0,0,2023-04-28 07:35:51.975166-07
1682726023.530195,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726023.530195,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726083.493036,0,,0,0,0,4049,76778,26923,19051,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726083.493036,14779,postgres,0,1592,0,11506,208079,886159,92054,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726083.493036,22501,dbt2,2,4395271,19845,84875527,833772272,235879288,190192575,26679037,49375906,1740437,0,0,0,20,,,0,0,682302459.49,626117369.855,20073702.238,2043,749,0,0,2023-04-28 07:35:51.975166-07
1682726083.493036,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726083.493036,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726143.531889,0,,0,0,0,4077,76954,27019,19099,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726143.531889,14779,postgres,0,1594,0,11538,208130,887400,92068,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726143.531889,22501,dbt2,2,4403399,19882,85029365,835211956,236294310,190562317,26728013,49466928,1743709,0,0,0,20,,,0,0,682362700.677,626164621.765,20080672.586,2049,749,0,0,2023-04-28 07:35:51.975166-07
1682726143.531889,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726143.531889,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726203.556106,0,,0,0,0,4099,77109,27093,19141,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726203.556106,14779,postgres,0,1596,0,11570,208181,888641,92082,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726203.556106,22501,dbt2,4,4411245,19905,85202150,836562320,236677223,190900601,26775142,49553208,1746810,0,0,0,20,,,0,0,682423503.245,626212235.338,20087825.158,2054,749,0,0,2023-04-28 07:35:51.975166-07
1682726203.556106,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726203.556106,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726263.577765,0,,0,0,0,4127,77286,27178,19190,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726263.577765,14779,postgres,0,1598,0,11602,208232,889882,92096,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
1682726263.577765,22501,dbt2,3,4418665,19939,85324662,837864770,237034194,191216455,26819996,49636137,1749772,0,0,0,20,,,0,0,682484038.834,626259249.769,20095164.622,2060,749,0,0,2023-04-28 07:35:51.975166-07
1682726263.577765,1,template1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726263.577765,14778,template0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
1682726323.521996,0,,0,0,0,4149,77386,27219,19219,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2023-04-28 07:35:32.653676-07
1682726323.521996,14779,postgres,0,1600,0,11634,208283,891123,92110,0,0,0,0,0,0,0,,,0,0,19471.904,11241.441,0,239,0,0,0,2023-04-28 07:35:32.653494-07
