stream,query,template,s_time,e_time,elapsed_time,diff_time
3,50,query54.tpl,2024-06-27 06:24:30,2024-06-27 06:24:30,00:00:00.165251,0.165251
3,51,query90.tpl,2024-06-27 06:24:30,2024-06-27 06:24:30,00:00:00.018511,0.018511
3,52,../query_postgresql/query92.tpl,2024-06-27 06:24:30,2024-06-27 06:24:30,00:00:00.020278,0.020278
3,53,query31.tpl,2024-06-27 06:24:30,2024-06-27 06:24:39,00:00:08.973711,8.973711
3,54,query42.tpl,2024-06-27 06:24:39,2024-06-27 06:24:39,00:00:00.191652,0.191652
8,64,query34.tpl,2024-06-27 07:27:55,2024-06-27 07:27:55,00:00:00.380588,0.380588
2,68,query51.tpl,2024-06-27 06:54:24,2024-06-27 06:54:26,00:00:01.431881,1.431881
2,69,../query_variants/query36a.tpl,2024-06-27 06:54:26,2024-06-27 06:54:27,00:00:01.083077,1.083077
2,70,query43.tpl,2024-06-27 06:54:27,2024-06-27 06:54:27,00:00:00.53366,0.533660
2,71,query64.tpl,2024-06-27 06:54:27,2024-06-27 06:54:29,00:00:01.844951,1.844951
2,72,../query_postgresql/query20.tpl,2024-06-27 06:54:29,2024-06-27 06:54:29,00:00:00.050079,0.050079
2,73,query57.tpl,2024-06-27 06:54:29,2024-06-27 06:54:31,00:00:01.598036,1.598036
2,74,query9.tpl,2024-06-27 06:54:31,2024-06-27 06:54:33,00:00:02.276989,2.276989
2,75,query52.tpl,2024-06-27 06:54:33,2024-06-27 06:54:33,00:00:00.194495,0.194495
2,76,../query_postgresql/query49.tpl,2024-06-27 06:54:33,2024-06-27 06:54:33,00:00:00.114445,0.114445
2,77,query71.tpl,2024-06-27 06:54:33,2024-06-27 06:54:34,00:00:00.345215,0.345215
8,65,query79.tpl,2024-06-27 07:27:55,2024-06-27 07:27:55,00:00:00.226793,0.226793
8,66,query54.tpl,2024-06-27 07:27:55,2024-06-27 07:27:56,00:00:00.42585,0.425850
8,67,../query_postgresql/query77.tpl,2024-06-27 07:27:56,2024-06-27 07:27:56,00:00:00.231818,0.231818
8,68,query45.tpl,2024-06-27 07:27:56,2024-06-27 07:27:56,00:00:00.116363,0.116363
8,91,query13.tpl,2024-06-27 09:05:30,2024-06-27 09:05:30,00:00:00.309799,0.309799
8,92,query48.tpl,2024-06-27 09:05:30,2024-06-27 09:05:30,00:00:00.452229,0.452229
2,37,query38.tpl,2024-06-27 05:49:23,2024-06-27 05:49:26,00:00:02.22158,2.221580
2,38,query42.tpl,2024-06-27 05:49:26,2024-06-27 05:49:26,00:00:00.192289,0.192289
2,39,query53.tpl,2024-06-27 05:49:26,2024-06-27 05:49:26,00:00:00.189168,0.189168
2,40,query45.tpl,2024-06-27 05:49:26,2024-06-27 05:49:26,00:00:00.115516,0.115516
2,41,query99.tpl,2024-06-27 05:49:26,2024-06-27 05:49:27,00:00:00.405122,0.405122
2,42,query67.tpl,2024-06-27 05:49:27,2024-06-27 05:49:29,00:00:02.065497,2.065497
2,43,../query_postgresql/query23.tpl,2024-06-27 05:49:29,2024-06-27 05:49:38,00:00:09.506811,9.506811
2,44,query62.tpl,2024-06-27 05:49:38,2024-06-27 05:49:38,00:00:00.235776,0.235776
2,45,query30.tpl,2024-06-27 05:49:38,2024-06-27 05:49:55,00:00:16.101565,16.101565
2,46,../query_postgresql/query86.tpl,2024-06-27 05:49:55,2024-06-27 05:49:55,00:00:00.298233,0.298233
2,47,../query_postgresql/query82.tpl,2024-06-27 05:49:55,2024-06-27 05:49:55,00:00:00.020026,0.020026
2,48,query25.tpl,2024-06-27 05:49:55,2024-06-27 05:49:57,00:00:01.825943,1.825943
2,49,../query_postgresql/query16.tpl,2024-06-27 05:49:57,2024-06-27 05:49:57,00:00:00.649102,0.649102
2,50,query81.tpl,2024-06-27 05:49:57,2024-06-27 05:51:08,00:01:11.163134,71.163134
2,51,../query_postgresql/query40.tpl,2024-06-27 05:51:08,2024-06-27 05:51:09,00:00:00.062374,0.062374
2,52,query44.tpl,2024-06-27 05:51:09,2024-06-27 05:51:09,00:00:00.95341,0.953410
2,53,query50.tpl,2024-06-27 05:51:09,2024-06-27 05:51:10,00:00:00.038697,0.038697
2,54,query61.tpl,2024-06-27 05:51:10,2024-06-27 05:51:10,00:00:00.00341,0.003410
2,55,query85.tpl,2024-06-27 05:51:10,2024-06-27 05:51:10,00:00:00.121366,0.121366
2,56,query73.tpl,2024-06-27 05:51:10,2024-06-27 05:51:10,00:00:00.196437,0.196437
2,57,../query_postgresql/query95.tpl,2024-06-27 05:51:10,2024-06-27 05:51:17,00:00:07.586946,7.586946
2,58,query84.tpl,2024-06-27 05:51:17,2024-06-27 05:51:18,00:00:00.086487,0.086487
3,55,query26.tpl,2024-06-27 06:24:39,2024-06-27 06:24:40,00:00:00.651011,0.651011
3,56,query34.tpl,2024-06-27 06:24:40,2024-06-27 06:24:40,00:00:00.377315,0.377315
3,57,query68.tpl,2024-06-27 06:24:40,2024-06-27 06:24:41,00:00:00.264536,0.264536
3,58,../query_postgresql/query2.tpl,2024-06-27 06:24:41,2024-06-27 06:24:42,00:00:00.755212,0.755212
3,59,query44.tpl,2024-06-27 06:24:42,2024-06-27 06:24:42,00:00:00.951963,0.951963
3,60,query81.tpl,2024-06-27 06:24:42,2024-06-27 06:25:56,00:01:13.343105,73.343105
3,61,query67.tpl,2024-06-27 06:25:56,2024-06-27 06:25:58,00:00:02.056779,2.056779
3,62,query99.tpl,2024-06-27 06:25:58,2024-06-27 06:25:58,00:00:00.405103,0.405103
3,63,query6.tpl,2024-06-27 06:25:58,2024-06-27 06:27:49,00:01:50.868995,110.868995
3,64,query83.tpl,2024-06-27 06:27:49,2024-06-27 06:27:49,00:00:00.061237,0.061237
3,65,query1.tpl,2024-06-27 06:27:49,2024-06-27 06:31:19,00:03:29.567552,209.567552
3,66,query60.tpl,2024-06-27 06:31:19,2024-06-27 06:31:19,00:00:00.264706,0.264706
3,67,query33.tpl,2024-06-27 06:31:19,2024-06-27 06:31:19,00:00:00.164589,0.164589
4,79,query15.tpl,2024-06-27 06:32:33,2024-06-27 06:32:33,00:00:00.157013,0.157013
4,80,../query_postgresql/query98.tpl,2024-06-27 06:32:33,2024-06-27 06:32:34,00:00:00.127387,0.127387
4,81,query42.tpl,2024-06-27 06:32:34,2024-06-27 06:32:34,00:00:00.181122,0.181122
4,82,query26.tpl,2024-06-27 06:32:34,2024-06-27 06:32:34,00:00:00.656438,0.656438
4,83,query34.tpl,2024-06-27 06:32:34,2024-06-27 06:32:35,00:00:00.385932,0.385932
4,84,../query_postgresql/query5.tpl,2024-06-27 06:32:35,2024-06-27 06:32:37,00:00:02.541878,2.541878
4,85,query87.tpl,2024-06-27 06:32:37,2024-06-27 06:32:40,00:00:02.241812,2.241812
4,86,query3.tpl,2024-06-27 06:32:40,2024-06-27 06:32:40,00:00:00.0131,0.013100
4,87,query64.tpl,2024-06-27 06:32:40,2024-06-27 06:32:40,00:00:00.536452,0.536452
4,88,query31.tpl,2024-06-27 06:32:40,2024-06-27 06:32:51,00:00:10.915358,10.915358
4,89,query57.tpl,2024-06-27 06:32:51,2024-06-27 06:32:53,00:00:01.511027,1.511027
4,90,query30.tpl,2024-06-27 06:32:53,2024-06-27 06:33:08,00:00:15.565482,15.565482
4,91,query13.tpl,2024-06-27 06:33:08,2024-06-27 06:33:08,00:00:00.32454,0.324540
4,92,../query_postgresql/query94.tpl,2024-06-27 06:33:08,2024-06-27 06:33:09,00:00:00.170478,0.170478
4,93,query62.tpl,2024-06-27 06:33:09,2024-06-27 06:33:09,00:00:00.231065,0.231065
4,94,../query_postgresql/query49.tpl,2024-06-27 06:33:09,2024-06-27 06:33:09,00:00:00.112176,0.112176
1,55,query33.tpl,2024-06-27 06:52:03,2024-06-27 06:52:03,00:00:00.184369,0.184369
1,56,query79.tpl,2024-06-27 06:52:03,2024-06-27 06:52:03,00:00:00.266523,0.266523
1,57,query43.tpl,2024-06-27 06:52:03,2024-06-27 06:52:03,00:00:00.531244,0.531244
1,58,../query_postgresql/query80.tpl,2024-06-27 06:52:03,2024-06-27 06:52:04,00:00:00.289006,0.289006
1,59,query93.tpl,2024-06-27 06:52:04,2024-06-27 06:52:04,00:00:00.093029,0.093029
1,60,query31.tpl,2024-06-27 06:52:04,2024-06-27 06:52:15,00:00:11.08523,11.085230
1,61,query47.tpl,2024-06-27 06:52:15,2024-06-27 06:52:17,00:00:01.909247,1.909247
1,62,query17.tpl,2024-06-27 06:52:17,2024-06-27 06:52:18,00:00:01.169771,1.169771
1,63,query19.tpl,2024-06-27 06:52:18,2024-06-27 06:52:18,00:00:00.208638,0.208638
8,69,query28.tpl,2024-06-27 07:27:56,2024-06-27 07:27:58,00:00:01.575392,1.575392
2,59,query4.tpl,2024-06-27 05:51:18,2024-06-27 06:54:17,01:02:59.533849,3779.533849
2,60,../query_postgresql/query37.tpl,2024-06-27 06:54:17,2024-06-27 06:54:17,00:00:00.009399,0.009399
2,61,query35.tpl,2024-06-27 06:54:17,2024-06-27 06:54:18,00:00:00.542095,0.542095
2,62,../query_postgresql/query94.tpl,2024-06-27 06:54:18,2024-06-27 06:54:18,00:00:00.222221,0.222221
2,63,query58.tpl,2024-06-27 06:54:18,2024-06-27 06:54:18,00:00:00.08365,0.083650
2,64,query96.tpl,2024-06-27 06:54:18,2024-06-27 06:54:18,00:00:00.320501,0.320501
2,65,../query_postgresql/query12.tpl,2024-06-27 06:54:18,2024-06-27 06:54:18,00:00:00.026328,0.026328
2,66,query29.tpl,2024-06-27 06:54:18,2024-06-27 06:54:19,00:00:01.092202,1.092202
2,67,query22.tpl,2024-06-27 06:54:19,2024-06-27 06:54:24,00:00:04.869432,4.869432
3,68,query11.tpl,2024-06-27 06:31:19,2024-06-27 07:06:11,00:34:51.768554,2091.768554
4,95,query11.tpl,2024-06-27 06:33:09,2024-06-27 07:08:10,00:35:00.952477,2100.952477
8,70,query11.tpl,2024-06-27 07:27:58,2024-06-27 08:01:47,00:33:49.634802,2029.634802
5,4,query17.tpl,2024-06-27 08:11:04,2024-06-27 08:11:05,00:00:01.160848,1.160848
5,5,query60.tpl,2024-06-27 08:11:05,2024-06-27 08:11:06,00:00:00.870291,0.870291
5,6,../query_postgresql/query98.tpl,2024-06-27 08:11:06,2024-06-27 08:11:06,00:00:00.125325,0.125325
5,7,query88.tpl,2024-06-27 08:11:06,2024-06-27 08:11:08,00:00:02.104719,2.104719
5,8,../query_postgresql/query2.tpl,2024-06-27 08:11:08,2024-06-27 08:11:09,00:00:00.751364,0.751364
5,9,query19.tpl,2024-06-27 08:11:09,2024-06-27 08:11:09,00:00:00.056664,0.056664
5,10,query65.tpl,2024-06-27 08:11:09,2024-06-27 08:11:10,00:00:01.053943,1.053943
5,11,query3.tpl,2024-06-27 08:11:10,2024-06-27 08:11:10,00:00:00.009831,0.009831
5,12,query79.tpl,2024-06-27 08:11:10,2024-06-27 08:11:10,00:00:00.155376,0.155376
5,13,query13.tpl,2024-06-27 08:11:10,2024-06-27 08:11:10,00:00:00.317611,0.317611
5,14,../query_postgresql/query21.tpl,2024-06-27 08:11:10,2024-06-27 08:11:11,00:00:00.661893,0.661893
5,15,query51.tpl,2024-06-27 08:11:11,2024-06-27 08:11:12,00:00:01.427161,1.427161
5,16,query6.tpl,2024-06-27 08:11:12,2024-06-27 08:13:01,00:01:48.820442,108.820442
2,78,query72.tpl,2024-06-27 06:54:34,2024-06-27 06:54:34,00:00:00.491964,0.491964
2,79,../query_postgresql/query70.tpl,2024-06-27 06:54:34,2024-06-27 06:54:35,00:00:01.041998,1.041998
2,80,query7.tpl,2024-06-27 06:54:35,2024-06-27 06:54:36,00:00:01.00359,1.003590
2,81,query97.tpl,2024-06-27 06:54:36,2024-06-27 06:54:37,00:00:00.973124,0.973124
2,82,query33.tpl,2024-06-27 06:54:37,2024-06-27 06:54:37,00:00:00.168858,0.168858
2,83,query79.tpl,2024-06-27 06:54:37,2024-06-27 06:54:38,00:00:00.156806,0.156806
2,84,../query_postgresql/query32.tpl,2024-06-27 06:54:38,2024-06-27 06:54:38,00:00:00.027343,0.027343
2,85,query78.tpl,2024-06-27 06:54:38,2024-06-27 06:54:40,00:00:02.614516,2.614516
2,86,query18.tpl,2024-06-27 06:54:40,2024-06-27 06:54:41,00:00:00.746364,0.746364
2,87,query65.tpl,2024-06-27 06:54:41,2024-06-27 06:54:42,00:00:01.060906,1.060906
2,88,query60.tpl,2024-06-27 06:54:42,2024-06-27 06:54:42,00:00:00.422229,0.422229
2,89,query34.tpl,2024-06-27 06:54:42,2024-06-27 06:54:43,00:00:00.386525,0.386525
2,90,query3.tpl,2024-06-27 06:54:43,2024-06-27 06:54:43,00:00:00.010422,0.010422
2,91,query13.tpl,2024-06-27 06:54:43,2024-06-27 06:54:43,00:00:00.308516,0.308516
2,92,query41.tpl,2024-06-27 06:54:43,2024-06-27 06:54:44,00:00:00.605679,0.605679
2,93,../query_postgresql/query92.tpl,2024-06-27 06:54:44,2024-06-27 06:54:44,00:00:00.018063,0.018063
1,64,query1.tpl,2024-06-27 06:52:18,2024-06-27 06:55:53,00:03:34.803903,214.803903
1,65,query64.tpl,2024-06-27 06:55:53,2024-06-27 06:55:54,00:00:00.528502,0.528502
1,66,query53.tpl,2024-06-27 06:55:54,2024-06-27 06:55:54,00:00:00.213242,0.213242
1,67,query55.tpl,2024-06-27 06:55:54,2024-06-27 06:55:54,00:00:00.192719,0.192719
1,68,query46.tpl,2024-06-27 06:55:54,2024-06-27 06:55:54,00:00:00.505647,0.505647
1,69,../query_postgresql/query21.tpl,2024-06-27 06:55:54,2024-06-27 06:55:55,00:00:00.635279,0.635279
1,70,query15.tpl,2024-06-27 06:55:55,2024-06-27 06:55:55,00:00:00.158205,0.158205
1,71,../query_postgresql/query20.tpl,2024-06-27 06:55:55,2024-06-27 06:55:55,00:00:00.050765,0.050765
1,72,query65.tpl,2024-06-27 06:55:55,2024-06-27 06:55:56,00:00:01.094838,1.094838
1,73,../query_postgresql/query70.tpl,2024-06-27 06:55:56,2024-06-27 06:55:57,00:00:01.048921,1.048921
1,74,../query_postgresql/query49.tpl,2024-06-27 06:55:57,2024-06-27 06:55:58,00:00:00.112947,0.112947
1,75,query59.tpl,2024-06-27 06:55:58,2024-06-27 06:55:59,00:00:00.90924,0.909240
1,76,query48.tpl,2024-06-27 06:55:59,2024-06-27 06:55:59,00:00:00.46187,0.461870
1,77,query72.tpl,2024-06-27 06:55:59,2024-06-27 06:56:00,00:00:00.542387,0.542387
1,78,query87.tpl,2024-06-27 06:56:00,2024-06-27 06:56:02,00:00:02.225849,2.225849
1,79,query34.tpl,2024-06-27 06:56:02,2024-06-27 06:56:02,00:00:00.385567,0.385567
1,80,../query_postgresql/query2.tpl,2024-06-27 06:56:02,2024-06-27 06:56:03,00:00:00.762869,0.762869
1,81,query38.tpl,2024-06-27 06:56:03,2024-06-27 06:56:05,00:00:02.228083,2.228083
1,82,query22.tpl,2024-06-27 06:56:05,2024-06-27 06:56:10,00:00:04.771295,4.771295
1,83,query89.tpl,2024-06-27 06:56:10,2024-06-27 06:56:11,00:00:00.628923,0.628923
1,84,query7.tpl,2024-06-27 06:56:11,2024-06-27 06:56:12,00:00:01.024948,1.024948
1,85,query10.tpl,2024-06-27 06:56:12,2024-06-27 06:56:20,00:00:08.553742,8.553742
1,86,query90.tpl,2024-06-27 06:56:20,2024-06-27 06:56:20,00:00:00.018838,0.018838
1,87,query71.tpl,2024-06-27 06:56:20,2024-06-27 06:56:20,00:00:00.34642,0.346420
1,88,query29.tpl,2024-06-27 06:56:20,2024-06-27 06:56:22,00:00:01.097507,1.097507
1,89,query73.tpl,2024-06-27 06:56:22,2024-06-27 06:56:22,00:00:00.195294,0.195294
1,90,query45.tpl,2024-06-27 06:56:22,2024-06-27 06:56:22,00:00:00.121205,0.121205
1,91,query91.tpl,2024-06-27 06:56:22,2024-06-27 06:56:22,00:00:00.021412,0.021412
1,92,query62.tpl,2024-06-27 06:56:22,2024-06-27 06:56:22,00:00:00.231495,0.231495
1,93,query44.tpl,2024-06-27 06:56:22,2024-06-27 06:56:22,00:00:00.251197,0.251197
1,94,query76.tpl,2024-06-27 06:56:22,2024-06-27 06:56:23,00:00:00.462964,0.462964
1,95,../query_postgresql/query23.tpl,2024-06-27 06:56:23,2024-06-27 06:56:32,00:00:09.517201,9.517201
3,69,query28.tpl,2024-06-27 07:06:11,2024-06-27 07:06:13,00:00:01.578873,1.578873
3,70,../query_postgresql/query95.tpl,2024-06-27 07:06:13,2024-06-27 07:06:58,00:00:45.719627,45.719627
3,71,../query_postgresql/query12.tpl,2024-06-27 07:06:58,2024-06-27 07:06:58,00:00:00.030298,0.030298
3,72,query64.tpl,2024-06-27 07:06:58,2024-06-27 07:06:59,00:00:00.536155,0.536155
3,73,query15.tpl,2024-06-27 07:06:59,2024-06-27 07:06:59,00:00:00.159844,0.159844
3,74,query25.tpl,2024-06-27 07:06:59,2024-06-27 07:07:01,00:00:01.83596,1.835960
6,15,query11.tpl,2024-06-27 07:11:34,2024-06-27 07:45:56,00:34:22.74474,2062.744740
2,94,query74.tpl,2024-06-27 06:54:44,2024-06-27 07:08:34,00:13:50.572405,830.572405
6,16,../query_postgresql/query80.tpl,2024-06-27 07:45:57,2024-06-27 07:45:57,00:00:00.282901,0.282901
6,17,query9.tpl,2024-06-27 07:45:57,2024-06-27 07:45:59,00:00:02.25754,2.257540
6,18,query93.tpl,2024-06-27 07:45:59,2024-06-27 07:45:59,00:00:00.095232,0.095232
6,19,../query_postgresql/query32.tpl,2024-06-27 07:45:59,2024-06-27 07:45:59,00:00:00.027772,0.027772
6,20,query89.tpl,2024-06-27 07:45:59,2024-06-27 07:46:00,00:00:00.642814,0.642814
6,21,query28.tpl,2024-06-27 07:46:00,2024-06-27 07:46:01,00:00:01.56822,1.568220
6,22,query87.tpl,2024-06-27 07:46:01,2024-06-27 07:46:04,00:00:02.163903,2.163903
6,23,query18.tpl,2024-06-27 07:46:04,2024-06-27 07:46:04,00:00:00.7207,0.720700
6,24,query74.tpl,2024-06-27 07:46:04,2024-06-27 07:57:08,00:11:03.346854,663.346854
6,25,query6.tpl,2024-06-27 07:57:08,2024-06-27 07:58:44,00:01:36.450898,96.450898
6,26,query65.tpl,2024-06-27 07:58:44,2024-06-27 07:58:45,00:00:01.161748,1.161748
6,27,query84.tpl,2024-06-27 07:58:45,2024-06-27 07:58:45,00:00:00.085078,0.085078
6,28,../query_postgresql/query14.tpl,2024-06-27 07:58:45,2024-06-27 07:59:15,00:00:29.194364,29.194364
6,29,query38.tpl,2024-06-27 07:59:15,2024-06-27 07:59:17,00:00:02.168385,2.168385
6,30,query24.tpl,2024-06-27 07:59:17,2024-06-27 07:59:17,00:00:00.024112,0.024112
6,31,query42.tpl,2024-06-27 07:59:17,2024-06-27 07:59:17,00:00:00.182694,0.182694
6,32,query29.tpl,2024-06-27 07:59:17,2024-06-27 07:59:18,00:00:01.051739,1.051739
6,33,query72.tpl,2024-06-27 07:59:18,2024-06-27 07:59:18,00:00:00.539407,0.539407
6,34,../query_postgresql/query23.tpl,2024-06-27 07:59:18,2024-06-27 07:59:28,00:00:09.313998,9.313998
5,17,../query_postgresql/query49.tpl,2024-06-27 08:13:01,2024-06-27 08:13:01,00:00:00.116722,0.116722
5,18,query52.tpl,2024-06-27 08:13:01,2024-06-27 08:13:01,00:00:00.171275,0.171275
5,19,query7.tpl,2024-06-27 08:13:01,2024-06-27 08:13:02,00:00:00.968916,0.968916
5,20,query56.tpl,2024-06-27 08:13:02,2024-06-27 08:13:03,00:00:00.575755,0.575755
8,93,query99.tpl,2024-06-27 09:05:30,2024-06-27 09:05:31,00:00:00.392155,0.392155
8,94,query27.tpl,2024-06-27 09:05:31,2024-06-27 09:05:32,00:00:00.84395,0.843950
8,95,query18.tpl,2024-06-27 09:05:32,2024-06-27 09:05:32,00:00:00.730309,0.730309
8,96,query15.tpl,2024-06-27 09:05:32,2024-06-27 09:05:33,00:00:00.153481,0.153481
8,97,query33.tpl,2024-06-27 09:05:33,2024-06-27 09:05:33,00:00:00.161082,0.161082
8,98,query31.tpl,2024-06-27 09:05:33,2024-06-27 09:05:42,00:00:08.915849,8.915849
8,99,query63.tpl,2024-06-27 09:05:42,2024-06-27 09:05:42,00:00:00.210044,0.210044
3,96,query79.tpl,2024-06-27 07:07:14,2024-06-27 07:07:14,00:00:00.152679,0.152679
3,97,query35.tpl,2024-06-27 07:07:14,2024-06-27 07:07:14,00:00:00.547981,0.547981
3,98,query88.tpl,2024-06-27 07:07:14,2024-06-27 07:07:16,00:00:02.129706,2.129706
3,99,../query_postgresql/query49.tpl,2024-06-27 07:07:16,2024-06-27 07:07:17,00:00:00.114915,0.114915
4,96,query73.tpl,2024-06-27 07:08:10,2024-06-27 07:08:10,00:00:00.199447,0.199447
4,97,query67.tpl,2024-06-27 07:08:10,2024-06-27 07:08:12,00:00:02.078256,2.078256
4,98,query53.tpl,2024-06-27 07:08:12,2024-06-27 07:08:12,00:00:00.185885,0.185885
4,99,query9.tpl,2024-06-27 07:08:12,2024-06-27 07:08:15,00:00:02.219655,2.219655
2,95,query46.tpl,2024-06-27 07:08:34,2024-06-27 07:08:35,00:00:00.506777,0.506777
2,96,query89.tpl,2024-06-27 07:08:35,2024-06-27 07:08:35,00:00:00.542376,0.542376
2,97,query47.tpl,2024-06-27 07:08:35,2024-06-27 07:08:37,00:00:01.915252,1.915252
2,98,query66.tpl,2024-06-27 07:08:37,2024-06-27 07:08:38,00:00:00.405812,0.405812
2,99,query48.tpl,2024-06-27 07:08:38,2024-06-27 07:08:38,00:00:00.465602,0.465602
-1,-1,DATAMAINT1,2024-06-27 07:10:41,2024-06-27 07:11:23,00:00:42.338813,42.338813
5,1,query73.tpl,2024-06-27 07:11:23,2024-06-27 07:11:23,00:00:00.266496,0.266496
6,1,query34.tpl,2024-06-27 07:11:23,2024-06-27 07:11:23,00:00:00.44035,0.440350
5,2,query66.tpl,2024-06-27 07:11:23,2024-06-27 07:11:24,00:00:00.456498,0.456498
7,1,../query_postgresql/query70.tpl,2024-06-27 07:11:23,2024-06-27 07:11:24,00:00:01.159421,1.159421
7,2,query53.tpl,2024-06-27 07:11:24,2024-06-27 07:11:24,00:00:00.249568,0.249568
7,3,../query_postgresql/query92.tpl,2024-06-27 07:11:24,2024-06-27 07:11:24,00:00:00.020651,0.020651
8,1,query57.tpl,2024-06-27 07:11:23,2024-06-27 07:11:25,00:00:01.684791,1.684791
7,4,query99.tpl,2024-06-27 07:11:24,2024-06-27 07:11:25,00:00:00.41486,0.414860
6,2,query88.tpl,2024-06-27 07:11:23,2024-06-27 07:11:26,00:00:02.162414,2.162414
8,2,query29.tpl,2024-06-27 07:11:25,2024-06-27 07:11:26,00:00:01.296174,1.296174
6,3,query44.tpl,2024-06-27 07:11:26,2024-06-27 07:11:27,00:00:00.977369,0.977369
6,4,../query_postgresql/query94.tpl,2024-06-27 07:11:27,2024-06-27 07:11:27,00:00:00.16419,0.164190
6,5,query50.tpl,2024-06-27 07:11:27,2024-06-27 07:11:27,00:00:00.052138,0.052138
8,3,query24.tpl,2024-06-27 07:11:26,2024-06-27 07:11:27,00:00:01.180982,1.180982
8,4,query76.tpl,2024-06-27 07:11:27,2024-06-27 07:11:28,00:00:00.476354,0.476354
8,5,../query_postgresql/query37.tpl,2024-06-27 07:11:28,2024-06-27 07:11:28,00:00:00.009005,0.009005
8,6,query66.tpl,2024-06-27 07:11:28,2024-06-27 07:11:28,00:00:00.419706,0.419706
8,7,query60.tpl,2024-06-27 07:11:28,2024-06-27 07:11:29,00:00:00.390912,0.390912
8,8,../query_postgresql/query98.tpl,2024-06-27 07:11:29,2024-06-27 07:11:29,00:00:00.125364,0.125364
8,9,../query_postgresql/query80.tpl,2024-06-27 07:11:29,2024-06-27 07:11:29,00:00:00.292635,0.292635
8,10,../query_postgresql/query12.tpl,2024-06-27 07:11:29,2024-06-27 07:11:29,00:00:00.028847,0.028847
6,6,../query_postgresql/query5.tpl,2024-06-27 07:11:27,2024-06-27 07:11:29,00:00:02.501213,2.501213
6,7,query53.tpl,2024-06-27 07:11:29,2024-06-27 07:11:30,00:00:00.311693,0.311693
8,11,query59.tpl,2024-06-27 07:11:29,2024-06-27 07:11:30,00:00:00.976305,0.976305
6,8,query7.tpl,2024-06-27 07:11:30,2024-06-27 07:11:31,00:00:01.010568,1.010568
6,9,query58.tpl,2024-06-27 07:11:31,2024-06-27 07:11:31,00:00:00.076176,0.076176
6,10,../query_postgresql/query20.tpl,2024-06-27 07:11:31,2024-06-27 07:11:31,00:00:00.048101,0.048101
8,12,../query_postgresql/query70.tpl,2024-06-27 07:11:30,2024-06-27 07:11:31,00:00:01.047984,1.047984
8,13,query91.tpl,2024-06-27 07:11:31,2024-06-27 07:11:31,00:00:00.023212,0.023212
8,14,query69.tpl,2024-06-27 07:11:31,2024-06-27 07:11:31,00:00:00.010515,0.010515
8,15,../query_postgresql/query40.tpl,2024-06-27 07:11:31,2024-06-27 07:11:31,00:00:00.065551,0.065551
8,16,../query_postgresql/query2.tpl,2024-06-27 07:11:31,2024-06-27 07:11:32,00:00:00.762839,0.762839
6,11,query75.tpl,2024-06-27 07:11:31,2024-06-27 07:11:32,00:00:01.649459,1.649459
8,17,../query_postgresql/query16.tpl,2024-06-27 07:11:32,2024-06-27 07:11:33,00:00:00.717911,0.717911
6,12,query73.tpl,2024-06-27 07:11:32,2024-06-27 07:11:33,00:00:00.193215,0.193215
6,13,query91.tpl,2024-06-27 07:11:33,2024-06-27 07:11:33,00:00:00.023987,0.023987
8,18,query44.tpl,2024-06-27 07:11:33,2024-06-27 07:11:34,00:00:00.961261,0.961261
6,14,../query_variants/query36a.tpl,2024-06-27 07:11:33,2024-06-27 07:11:34,00:00:01.096444,1.096444
6,92,query76.tpl,2024-06-27 09:05:44,2024-06-27 09:05:44,00:00:00.458791,0.458791
7,5,query31.tpl,2024-06-27 07:11:25,2024-06-27 07:11:35,00:00:10.521389,10.521389
8,19,../query_postgresql/query5.tpl,2024-06-27 07:11:34,2024-06-27 07:11:36,00:00:02.504594,2.504594
8,20,query73.tpl,2024-06-27 07:11:36,2024-06-27 07:11:36,00:00:00.197901,0.197901
7,6,query39.tpl,2024-06-27 07:11:35,2024-06-27 07:11:41,00:00:05.197282,5.197282
7,7,query29.tpl,2024-06-27 07:11:41,2024-06-27 07:11:42,00:00:01.171277,1.171277
7,8,../query_postgresql/query32.tpl,2024-06-27 07:11:42,2024-06-27 07:11:42,00:00:00.026962,0.026962
6,93,query17.tpl,2024-06-27 09:05:44,2024-06-27 09:05:47,00:00:02.705863,2.705863
5,3,query4.tpl,2024-06-27 07:11:24,2024-06-27 08:11:04,00:59:39.796661,3579.796661
6,94,query25.tpl,2024-06-27 09:05:47,2024-06-27 09:05:49,00:00:01.797384,1.797384
-1,-1,THROUGHPUT2,2024-06-27 07:11:23,2024-06-27 09:08:22,01:56:59.404055,7019.404055
8,21,../query_postgresql/query14.tpl,2024-06-27 07:11:36,2024-06-27 07:12:13,00:00:36.956014,36.956014
8,22,query71.tpl,2024-06-27 07:12:13,2024-06-27 07:12:14,00:00:00.361218,0.361218
8,23,query3.tpl,2024-06-27 07:12:14,2024-06-27 07:12:14,00:00:00.011727,0.011727
8,24,../query_postgresql/query49.tpl,2024-06-27 07:12:14,2024-06-27 07:12:14,00:00:00.115977,0.115977
8,25,query84.tpl,2024-06-27 07:12:14,2024-06-27 07:12:14,00:00:00.085662,0.085662
8,26,query64.tpl,2024-06-27 07:12:14,2024-06-27 07:12:14,00:00:00.551559,0.551559
8,27,query7.tpl,2024-06-27 07:12:14,2024-06-27 07:12:15,00:00:01.013328,1.013328
