ctime,wal_records,wal_fpi,wal_bytes,wal_buffers_full,wal_write,wal_sync,wal_write_time,wal_sync_time,stats_reset
1719474970.734528,400763201,81073348,1605135278305,17814247,19427982,1600177,0,0,2024-06-13 18:53:49.178489+00
1719475030.741152,400763209,81073348,1605135278783,17814247,19427986,1600181,0,0,2024-06-13 18:53:49.178489+00
1719475090.753726,400763210,81073348,1605135278833,17814247,19427987,1600182,0,0,2024-06-13 18:53:49.178489+00
1719475150.766529,400763227,81073348,1605135279855,17814247,19427996,1600191,0,0,2024-06-13 18:53:49.178489+00
1719475210.778246,400763296,81073356,1605135331260,17814247,19428026,1600221,0,0,2024-06-13 18:53:49.178489+00
1719475270.791567,400763297,81073356,1605135331310,17814247,19428026,1600221,0,0,2024-06-13 18:53:49.178489+00
1719475330.802752,400763327,81073358,1605135341545,17814247,19428041,1600236,0,0,2024-06-13 18:53:49.178489+00
1719475390.811299,400763329,81073358,1605135341709,17814247,19428042,1600237,0,0,2024-06-13 18:53:49.178489+00
1719475450.824245,400763330,81073358,1605135341759,17814247,19428043,1600238,0,0,2024-06-13 18:53:49.178489+00
1719475510.835222,400763330,81073358,1605135341759,17814247,19428043,1600238,0,0,2024-06-13 18:53:49.178489+00
1719475570.840691,400763380,81073358,1605135344775,17814247,19428069,1600264,0,0,2024-06-13 18:53:49.178489+00
1719475630.851874,400763383,81073358,1605135344989,17814247,19428071,1600266,0,0,2024-06-13 18:53:49.178489+00
1719475690.861261,400763383,81073358,1605135344989,17814247,19428071,1600266,0,0,2024-06-13 18:53:49.178489+00
1719475750.871156,400763383,81073358,1605135344989,17814247,19428071,1600266,0,0,2024-06-13 18:53:49.178489+00
1719475810.882604,400763383,81073358,1605135344989,17814247,19428071,1600266,0,0,2024-06-13 18:53:49.178489+00
1719475870.896932,400765325,81073364,1605135523917,17814247,19428093,1600287,0,0,2024-06-13 18:53:49.178489+00
1719475930.903798,400765348,81073365,1605135531423,17814247,19428105,1600300,0,0,2024-06-13 18:53:49.178489+00
1719475990.913332,400765441,81073371,1605135575505,17814247,19428149,1600344,0,0,2024-06-13 18:53:49.178489+00
1719476050.925644,400765468,81073371,1605135577089,17814247,19428163,1600358,0,0,2024-06-13 18:53:49.178489+00
1719476110.938636,400765551,81073374,1605135605519,17814247,19428203,1600398,0,0,2024-06-13 18:53:49.178489+00
1719476170.950887,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719476230.958757,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719476290.966920,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719476350.981478,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719476410.990102,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719476471.001582,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
1719476531.017393,400765630,81073374,1605135610318,17814247,19428243,1600438,0,0,2024-06-13 18:53:49.178489+00
