ctime,name,blks_zeroed,blks_hit,blks_read,blks_written,blks_exists,flushes,truncates,stats_reset
1719466689.174379,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466749.184188,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719466749.184188,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719466749.184188,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719466749.184188,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466749.184188,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466749.184188,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719466749.184188,Xact,705,89827269,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719466749.184188,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466809.194453,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719466809.194453,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719466809.194453,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719466809.194453,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466809.194453,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466809.194453,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719466809.194453,Xact,705,89827269,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719466809.194453,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466869.213730,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719466869.213730,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719466869.213730,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719466869.213730,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466869.213730,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466869.213730,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719466869.213730,Xact,705,89827269,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719466869.213730,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466929.222178,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719466929.222178,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719466929.222178,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719466929.222178,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466929.222178,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466929.222178,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719466929.222178,Xact,705,89827269,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719466929.222178,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466989.235593,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719466989.235593,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
1719466989.235593,MultiXactOffset,1,2854,10,11,10,54,0,2024-06-13 18:53:49.178489+00
1719466989.235593,Notify,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466989.235593,Serial,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719466989.235593,Subtrans,739,172,0,736,0,44,43,2024-06-13 18:53:49.178489+00
1719466989.235593,Xact,705,89827269,9,759,0,44,0,2024-06-13 18:53:49.178489+00
1719466989.235593,other,0,0,0,0,0,0,0,2024-06-13 18:53:49.178489+00
1719467049.247838,CommitTs,0,0,0,0,0,44,0,2024-06-13 18:53:49.178489+00
1719467049.247838,MultiXactMember,2,2851,5,12,0,54,0,2024-06-13 18:53:49.178489+00
