# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
lithium;60;1682726983;99.67;40124.00;624.92;0.00;1680.60;108.80;0.00;217.60;200.00
lithium;60;1682727043;151.67;43268.13;523.58;0.00;1484.05;15.33;0.00;30.67;200.00
lithium;60;1682727103;99.47;46300.87;517.50;0.00;1894.92;217.60;0.00;435.20;200.00
lithium;60;1682727163;72.45;38357.21;511.05;0.00;1389.02;0.00;0.00;0.00;0.00
lithium;60;1682727223;141.73;39948.80;433.35;0.00;1403.27;0.00;0.00;0.00;0.00
lithium;60;1682727283;78.60;42800.53;244.65;0.00;1359.43;170.67;0.00;341.33;200.00
lithium;60;1682727343;96.13;48104.93;430.18;0.00;1656.45;42.67;0.00;85.33;200.00
lithium;60;1682727403;131.33;41719.53;256.98;0.00;1303.57;62.93;0.00;125.87;200.00
lithium;60;1682727463;127.87;43304.53;430.10;0.00;1457.22;46.93;0.00;93.87;200.00
lithium;60;1682727523;123.93;49142.47;497.88;0.00;1864.88;108.80;0.00;217.60;200.00
lithium;60;1682727583;109.53;46564.60;538.75;0.00;1797.60;108.80;0.00;217.60;200.00
lithium;60;1682727643;1127.40;47474.27;667.32;0.00;1983.52;173.18;0.00;346.37;200.00
lithium;60;1682727703;103.33;45058.53;515.33;0.00;1759.07;16.00;0.00;32.00;200.00
lithium;60;1682727763;96.80;48140.40;513.67;0.00;1731.97;171.73;0.00;343.47;200.00
lithium;60;1682727823;88.80;43064.67;513.08;0.00;1632.57;107.73;0.00;215.47;200.00
lithium;60;1682727883;84.67;44626.47;536.60;0.00;1455.65;0.00;0.00;0.00;0.00
lithium;60;1682727943;105.47;35661.07;515.62;0.00;1593.33;108.80;0.00;217.60;200.00
lithium;60;1682728003;115.40;49481.33;515.68;0.00;1776.83;0.00;0.00;0.00;0.00
lithium;60;1682728063;2921.20;60515.53;612.43;0.00;2820.92;277.33;0.00;554.67;200.00
lithium;60;1682728123;1845.67;62785.00;688.33;0.30;2481.30;589.87;0.00;1179.73;200.00
lithium;60;1682728183;109.53;41746.53;537.70;0.00;1381.32;0.00;0.00;0.00;0.00
lithium;60;1682728243;93.20;41223.60;526.47;0.00;1577.48;113.12;0.00;226.23;200.00
lithium;60;1682728303;126.27;45900.87;516.68;0.00;1670.22;16.00;0.00;32.00;200.00
lithium;60;1682728363;52.67;40569.53;515.32;0.00;1398.57;62.93;0.00;125.87;200.00
lithium;60;1682728423;98.33;42093.27;513.45;0.00;1613.97;108.80;0.00;217.60;200.00
lithium;60;1682728483;82.47;51174.20;539.63;0.00;1907.22;48.00;0.00;96.00;200.00
lithium;60;1682728543;76.27;44073.67;514.83;0.00;1639.25;62.93;0.00;125.87;200.00
lithium;60;1682728603;90.40;41896.80;519.30;0.00;1487.83;109.87;0.00;219.73;200.00
lithium;60;1682728663;83.33;46946.33;512.87;0.00;1734.12;45.87;0.00;91.73;200.00
lithium;60;1682728723;89.47;38996.40;516.38;0.00;1663.95;46.93;0.00;93.87;200.00
lithium;60;1682728783;187.07;46227.67;537.87;0.00;1736.28;44.80;0.00;89.60;200.00
