# hostname;interval;timestamp;kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
lithium;60;1682727583;323996;15292836;323612;1.98;216;15354716;1064728;4.30;779444;14715172;181968
lithium;60;1682727643;303720;15284260;333488;2.04;216;15366444;1064812;4.30;779492;14726852;178404
lithium;60;1682727703;296040;15290084;326764;1.99;216;15380028;1064896;4.30;779532;14740396;160464
lithium;60;1682727763;305512;15274316;342996;2.09;216;15354876;1064984;4.30;779572;14715200;176004
lithium;60;1682727823;316644;15273560;343580;2.10;216;15343068;1065064;4.30;779624;14703352;121696
lithium;60;1682727883;301092;15272324;344588;2.10;216;15357420;1065164;4.30;779684;14717652;71692
lithium;60;1682727943;324556;15285740;329640;2.01;216;15347456;1065248;4.30;779724;14707648;254272
lithium;60;1682728003;293944;15272252;341592;2.09;216;15364668;1065344;4.30;779772;14724816;236440
lithium;60;1682728063;282444;15273732;339032;2.07;216;15377736;1135084;4.58;787008;14737836;207104
lithium;60;1682728123;313236;15286796;327772;2.00;216;15360052;1065504;4.30;780108;14719892;183544
lithium;60;1682728183;281376;15276388;339084;2.07;216;15381552;1065600;4.30;780148;14741340;205744
lithium;60;1682728243;303372;15289464;325656;1.99;216;15372720;1065684;4.30;780196;14732468;221172
lithium;60;1682728303;283792;15282864;331144;2.02;216;15385800;1065788;4.30;780236;14745500;176272
lithium;60;1682728363;285940;15280728;334052;2.04;216;15381608;1065884;4.30;780284;14741264;183536
lithium;60;1682728423;291276;15276584;337884;2.06;216;15372212;1065976;4.30;780328;14731824;172276
lithium;60;1682728483;293460;15282236;330712;2.02;216;15375772;1066072;4.30;780380;14735340;158856
lithium;60;1682728543;281336;15269488;343384;2.10;216;15375228;1066156;4.30;780416;14734756;136624
lithium;60;1682728603;316124;15290552;322756;1.97;216;15361580;1066236;4.30;780456;14721068;103388
lithium;60;1682728663;305656;15283056;330316;2.02;216;15364636;1066324;4.31;780512;14724072;57312
lithium;60;1682728723;292072;15271908;338104;2.06;216;15367156;1066416;4.31;780552;14726552;207996
lithium;60;1682728783;283752;15273076;338008;2.06;216;15376712;1066512;4.31;780584;14736064;247616
