ctime,datid,datname,pid,leader_pid,usesysid,usename,application_name,client_addr,client_hostname,client_port,backend_start,xact_start,query_start,state_change,wait_event_type,wait_event,state,backend_xid,backend_xmin,query_id,query,backend_type
1682719655.812885,22501,dbt2,16427,,10,postgres,dbt2-client,192.168.122.160,,40276,2023-04-28 15:07:26.956677-07,,,2023-04-28 15:07:26.972369-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16428,,10,postgres,dbt2-client,192.168.122.160,,41536,2023-04-28 15:07:27.05723-07,,,2023-04-28 15:07:27.073047-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16429,,10,postgres,dbt2-client,192.168.122.160,,41548,2023-04-28 15:07:27.155375-07,,,2023-04-28 15:07:27.16237-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16430,,10,postgres,dbt2-client,192.168.122.160,,41562,2023-04-28 15:07:27.257843-07,,,2023-04-28 15:07:27.273687-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16431,,10,postgres,dbt2-client,192.168.122.160,,41576,2023-04-28 15:07:27.357941-07,,,2023-04-28 15:07:27.373812-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16432,,10,postgres,dbt2-client,192.168.122.160,,41584,2023-04-28 15:07:27.458676-07,,,2023-04-28 15:07:27.474759-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16433,,10,postgres,dbt2-client,192.168.122.160,,41586,2023-04-28 15:07:27.559353-07,,,2023-04-28 15:07:27.574833-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16434,,10,postgres,dbt2-client,192.168.122.160,,41592,2023-04-28 15:07:27.65953-07,,,2023-04-28 15:07:27.675158-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16435,,10,postgres,dbt2-client,192.168.122.160,,41596,2023-04-28 15:07:27.760183-07,,,2023-04-28 15:07:27.775692-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16436,,10,postgres,dbt2-client,192.168.122.160,,41602,2023-04-28 15:07:27.860646-07,,,2023-04-28 15:07:27.876617-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16437,,10,postgres,dbt2-client,192.168.122.160,,41608,2023-04-28 15:07:27.961025-07,,,2023-04-28 15:07:27.976613-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16438,,10,postgres,dbt2-client,192.168.122.160,,41622,2023-04-28 15:07:28.061618-07,,,2023-04-28 15:07:28.077049-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16439,,10,postgres,dbt2-client,192.168.122.160,,41636,2023-04-28 15:07:28.162193-07,,,2023-04-28 15:07:28.177888-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16440,,10,postgres,dbt2-client,192.168.122.160,,41640,2023-04-28 15:07:28.262535-07,,,2023-04-28 15:07:28.278475-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16441,,10,postgres,dbt2-client,192.168.122.160,,41654,2023-04-28 15:07:28.362975-07,,,2023-04-28 15:07:28.378992-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16442,,10,postgres,dbt2-client,192.168.122.160,,41668,2023-04-28 15:07:28.463862-07,,,2023-04-28 15:07:28.479684-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16443,,10,postgres,dbt2-client,192.168.122.160,,41670,2023-04-28 15:07:28.563884-07,,,2023-04-28 15:07:28.580234-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16444,,10,postgres,dbt2-client,192.168.122.160,,41672,2023-04-28 15:07:28.664326-07,,,2023-04-28 15:07:28.680223-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16445,,10,postgres,dbt2-client,192.168.122.160,,41676,2023-04-28 15:07:28.764921-07,,,2023-04-28 15:07:28.780289-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16446,,10,postgres,dbt2-client,192.168.122.160,,41682,2023-04-28 15:07:28.865004-07,,,2023-04-28 15:07:28.883837-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16447,,10,postgres,dbt2-client,192.168.122.160,,41692,2023-04-28 15:07:28.965887-07,,,2023-04-28 15:07:28.985303-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16448,,10,postgres,dbt2-client,192.168.122.160,,41698,2023-04-28 15:07:29.066313-07,,,2023-04-28 15:07:29.082471-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16449,,10,postgres,dbt2-client,192.168.122.160,,41704,2023-04-28 15:07:29.166731-07,,,2023-04-28 15:07:29.182326-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16450,,10,postgres,dbt2-client,192.168.122.160,,41716,2023-04-28 15:07:29.267209-07,,,2023-04-28 15:07:29.28312-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16451,,10,postgres,dbt2-client,192.168.122.160,,41718,2023-04-28 15:07:29.368954-07,,,2023-04-28 15:07:29.382624-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16452,,10,postgres,dbt2-client,192.168.122.160,,41722,2023-04-28 15:07:29.466519-07,,,2023-04-28 15:07:29.478379-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16453,,10,postgres,dbt2-client,192.168.122.160,,41730,2023-04-28 15:07:29.568974-07,,,2023-04-28 15:07:29.584268-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16454,,10,postgres,dbt2-client,192.168.122.160,,41746,2023-04-28 15:07:29.669904-07,,,2023-04-28 15:07:29.685394-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16455,,10,postgres,dbt2-client,192.168.122.160,,41754,2023-04-28 15:07:29.770661-07,,,2023-04-28 15:07:29.786222-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16456,,10,postgres,dbt2-client,192.168.122.160,,41760,2023-04-28 15:07:29.87604-07,,,2023-04-28 15:07:29.88668-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16457,,10,postgres,dbt2-client,192.168.122.160,,41768,2023-04-28 15:07:29.971642-07,,,2023-04-28 15:07:29.98753-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16458,,10,postgres,dbt2-client,192.168.122.160,,41784,2023-04-28 15:07:30.071924-07,,,2023-04-28 15:07:30.087887-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16459,,10,postgres,dbt2-client,192.168.122.160,,41788,2023-04-28 15:07:30.173306-07,,,2023-04-28 15:07:30.188672-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16460,,10,postgres,dbt2-client,192.168.122.160,,41792,2023-04-28 15:07:30.273301-07,,,2023-04-28 15:07:30.288828-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16461,,10,postgres,dbt2-client,192.168.122.160,,41806,2023-04-28 15:07:30.373939-07,,,2023-04-28 15:07:30.389239-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16462,,10,postgres,dbt2-client,192.168.122.160,,41822,2023-04-28 15:07:30.474291-07,,,2023-04-28 15:07:30.489745-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16463,,10,postgres,dbt2-client,192.168.122.160,,41826,2023-04-28 15:07:30.574889-07,,,2023-04-28 15:07:30.590303-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16464,,10,postgres,dbt2-client,192.168.122.160,,41840,2023-04-28 15:07:30.675312-07,,,2023-04-28 15:07:30.691016-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16465,,10,postgres,dbt2-client,192.168.122.160,,41854,2023-04-28 15:07:30.775931-07,,,2023-04-28 15:07:30.791233-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16466,,10,postgres,dbt2-client,192.168.122.160,,41858,2023-04-28 15:07:30.876843-07,,,2023-04-28 15:07:30.892415-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16467,,10,postgres,dbt2-client,192.168.122.160,,41874,2023-04-28 15:07:30.977069-07,,,2023-04-28 15:07:30.993262-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16468,,10,postgres,dbt2-client,192.168.122.160,,41878,2023-04-28 15:07:31.077403-07,,,2023-04-28 15:07:31.092806-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16469,,10,postgres,dbt2-client,192.168.122.160,,41888,2023-04-28 15:07:31.178126-07,,,2023-04-28 15:07:31.193664-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16470,,10,postgres,dbt2-client,192.168.122.160,,41890,2023-04-28 15:07:31.278441-07,,,2023-04-28 15:07:31.294337-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16471,,10,postgres,dbt2-client,192.168.122.160,,41906,2023-04-28 15:07:31.378815-07,,,2023-04-28 15:07:31.394906-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16472,,10,postgres,dbt2-client,192.168.122.160,,41912,2023-04-28 15:07:31.479733-07,,,2023-04-28 15:07:31.495221-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16473,,10,postgres,dbt2-client,192.168.122.160,,41928,2023-04-28 15:07:31.580696-07,,,2023-04-28 15:07:31.595988-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16474,,10,postgres,dbt2-client,192.168.122.160,,41942,2023-04-28 15:07:31.681143-07,,,2023-04-28 15:07:31.696634-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16475,,10,postgres,dbt2-client,192.168.122.160,,41956,2023-04-28 15:07:31.77931-07,,,2023-04-28 15:07:31.786335-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16476,,10,postgres,dbt2-client,192.168.122.160,,41964,2023-04-28 15:07:31.88177-07,,,2023-04-28 15:07:31.897994-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16477,,10,postgres,dbt2-client,192.168.122.160,,41980,2023-04-28 15:07:31.982157-07,,,2023-04-28 15:07:31.997665-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16478,,10,postgres,dbt2-client,192.168.122.160,,41986,2023-04-28 15:07:32.082955-07,,,2023-04-28 15:07:32.09886-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16479,,10,postgres,dbt2-client,192.168.122.160,,42000,2023-04-28 15:07:32.183043-07,,,2023-04-28 15:07:32.1995-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16480,,10,postgres,dbt2-client,192.168.122.160,,42010,2023-04-28 15:07:32.283817-07,,,2023-04-28 15:07:32.299405-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16481,,10,postgres,dbt2-client,192.168.122.160,,42014,2023-04-28 15:07:32.384178-07,,,2023-04-28 15:07:32.40052-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16482,,10,postgres,dbt2-client,192.168.122.160,,42016,2023-04-28 15:07:32.486533-07,,,2023-04-28 15:07:32.502439-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16484,,10,postgres,dbt2-client,192.168.122.160,,42022,2023-04-28 15:07:32.583004-07,,,2023-04-28 15:07:32.58992-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16486,,10,postgres,dbt2-client,192.168.122.160,,42034,2023-04-28 15:07:32.685339-07,,,2023-04-28 15:07:32.701236-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16487,,10,postgres,dbt2-client,192.168.122.160,,42044,2023-04-28 15:07:32.785983-07,,,2023-04-28 15:07:32.801982-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16488,,10,postgres,dbt2-client,192.168.122.160,,42058,2023-04-28 15:07:32.886395-07,,,2023-04-28 15:07:32.90237-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16489,,10,postgres,dbt2-client,192.168.122.160,,42066,2023-04-28 15:07:32.986871-07,,,2023-04-28 15:07:33.003604-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16490,,10,postgres,dbt2-client,192.168.122.160,,42072,2023-04-28 15:07:33.087389-07,,,2023-04-28 15:07:33.103295-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16491,,10,postgres,dbt2-client,192.168.122.160,,42078,2023-04-28 15:07:33.188168-07,,,2023-04-28 15:07:33.203799-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16492,,10,postgres,dbt2-client,192.168.122.160,,42088,2023-04-28 15:07:33.288356-07,,,2023-04-28 15:07:33.303747-07,Client,ClientRead,idle,,,,"",client backend
1682719655.812885,22501,dbt2,16621,,10,postgres,psql,192.168.122.91,,56904,2023-04-28 15:07:35.772143-07,2023-04-28 15:07:35.812885-07,2023-04-28 15:07:35.812885-07,2023-04-28 15:07:35.812887-07,,,active,,30934027,,"COPY (SELECT extract(EPOCH FROM transaction_timestamp()) AS ctime, *
FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",client backend
1682719655.812885,,,1470,,,,"",,,,2023-04-28 07:35:29.991051-07,,,,Activity,BgWriterMain,,,,,"",background writer
1682719655.812885,,,1469,,,,"",,,,2023-04-28 07:35:29.990066-07,,,,Activity,CheckpointerMain,,,,,"",checkpointer
1682719655.812885,,,1471,,,,"",,,,2023-04-28 07:35:29.991172-07,,,,Activity,WalWriterMain,,,,,"",walwriter
1682719715.948893,,,1472,,,,"",,,,2023-04-28 07:35:29.991606-07,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1682719715.948893,,,1474,,10,postgres,"",,,,2023-04-28 07:35:29.992615-07,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1682719715.948893,22501,dbt2,16391,,10,postgres,dbt2-client,192.168.122.160,,39956,2023-04-28 15:07:23.339525-07,2023-04-28 15:08:35.476575-07,2023-04-28 15:08:35.476914-07,2023-04-28 15:08:35.476914-07,Lock,transactionid,active,30970778,30970329,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16392,,10,postgres,dbt2-client,192.168.122.160,,39960,2023-04-28 15:07:23.44156-07,2023-04-28 15:08:35.943925-07,2023-04-28 15:08:35.946444-07,2023-04-28 15:08:35.946444-07,Lock,tuple,active,30971114,30970551,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16393,,10,postgres,dbt2-client,192.168.122.160,,39974,2023-04-28 15:07:23.539678-07,2023-04-28 15:08:35.290019-07,2023-04-28 15:08:35.291482-07,2023-04-28 15:08:35.291482-07,Lock,transactionid,active,30970596,30970186,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16394,,10,postgres,dbt2-client,192.168.122.160,,39986,2023-04-28 15:07:23.639898-07,2023-04-28 15:08:35.903712-07,2023-04-28 15:08:35.904115-07,2023-04-28 15:08:35.904116-07,Lock,transactionid,active,30971087,30970551,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16395,,10,postgres,dbt2-client,192.168.122.160,,39988,2023-04-28 15:07:23.742353-07,2023-04-28 15:08:35.69268-07,2023-04-28 15:08:35.694586-07,2023-04-28 15:08:35.694586-07,Lock,transactionid,active,30970982,30970551,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16396,,10,postgres,dbt2-client,192.168.122.160,,39998,2023-04-28 15:07:23.842987-07,2023-04-28 15:08:35.920084-07,2023-04-28 15:08:35.92131-07,2023-04-28 15:08:35.92131-07,Lock,transactionid,active,30971095,30970551,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16397,,10,postgres,dbt2-client,192.168.122.160,,40004,2023-04-28 15:07:23.943894-07,2023-04-28 15:08:35.917106-07,2023-04-28 15:08:35.918646-07,2023-04-28 15:08:35.918647-07,Lock,transactionid,active,30971090,30970551,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16398,,10,postgres,dbt2-client,192.168.122.160,,40008,2023-04-28 15:07:24.043895-07,2023-04-28 15:08:35.941248-07,2023-04-28 15:08:35.967304-07,2023-04-28 15:08:35.967305-07,LWLock,WALWrite,active,30971112,,,COMMIT,client backend
1682719715.948893,22501,dbt2,16399,,10,postgres,dbt2-client,192.168.122.160,,40012,2023-04-28 15:07:24.14464-07,2023-04-28 15:08:35.966148-07,2023-04-28 15:08:35.967696-07,2023-04-28 15:08:35.967696-07,Lock,transactionid,active,30971128,30970551,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16400,,10,postgres,dbt2-client,192.168.122.160,,40024,2023-04-28 15:07:24.24516-07,2023-04-28 15:08:35.922935-07,2023-04-28 15:08:35.946601-07,2023-04-28 15:08:35.946602-07,LWLock,WALWrite,active,30971100,,,COMMIT,client backend
1682719715.948893,22501,dbt2,16401,,10,postgres,dbt2-client,192.168.122.160,,40030,2023-04-28 15:07:24.345073-07,2023-04-28 15:08:35.763707-07,2023-04-28 15:08:35.769801-07,2023-04-28 15:08:35.769802-07,Lock,transactionid,active,30971057,30970551,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16402,,10,postgres,dbt2-client,192.168.122.160,,40040,2023-04-28 15:07:24.445794-07,2023-04-28 15:08:35.761648-07,2023-04-28 15:08:35.763716-07,2023-04-28 15:08:35.763717-07,Lock,transactionid,active,30971047,30970551,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16403,,10,postgres,dbt2-client,192.168.122.160,,40050,2023-04-28 15:07:24.545992-07,2023-04-28 15:08:35.718802-07,2023-04-28 15:08:35.719213-07,2023-04-28 15:08:35.719214-07,Lock,transactionid,active,30971005,30970551,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16404,,10,postgres,dbt2-client,192.168.122.160,,40058,2023-04-28 15:07:24.646783-07,2023-04-28 15:08:35.807849-07,2023-04-28 15:08:35.810353-07,2023-04-28 15:08:35.810353-07,Lock,transactionid,active,30971076,30970551,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16405,,10,postgres,dbt2-client,192.168.122.160,,40064,2023-04-28 15:07:24.747044-07,2023-04-28 15:08:35.919909-07,2023-04-28 15:08:35.921405-07,2023-04-28 15:08:35.921405-07,Lock,transactionid,active,30971098,30970551,,"SELECT * FROM payment($1, $2, $3, $4, $5, $6, $7)",client backend
1682719715.948893,22501,dbt2,16406,,10,postgres,dbt2-client,192.168.122.160,,40080,2023-04-28 15:07:24.847633-07,2023-04-28 15:08:35.572505-07,2023-04-28 15:08:35.939648-07,2023-04-28 15:08:35.939649-07,LWLock,WALWrite,active,30970873,,,COMMIT,client backend
