# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
potassium;60;1682727522;0.00;0.00;7.90;0.00;264.13;0.00;0.00;0.00;0.00
potassium;60;1682727582;0.00;0.00;7.88;0.00;258.87;0.00;0.00;0.00;0.00
potassium;60;1682727642;0.00;1.33;10.40;0.00;231.63;0.00;0.00;0.00;0.00
potassium;60;1682727702;0.00;26.40;0.00;0.00;254.20;0.00;0.00;0.00;0.00
potassium;60;1682727762;0.00;0.00;7.88;0.00;237.25;0.00;0.00;0.00;0.00
potassium;60;1682727822;0.00;0.00;7.93;0.00;237.43;0.00;0.00;0.00;0.00
potassium;60;1682727882;0.00;0.00;7.88;0.00;214.80;0.00;0.00;0.00;0.00
potassium;60;1682727942;0.00;1.20;0.02;0.00;227.22;0.00;0.00;0.00;0.00
potassium;60;1682728002;0.00;6.53;0.00;0.00;264.13;0.00;0.00;0.00;0.00
potassium;60;1682728062;0.00;0.00;7.90;0.00;249.88;0.00;0.00;0.00;0.00
potassium;60;1682728122;0.00;3.53;8.45;0.00;213.92;0.00;0.00;0.00;0.00
potassium;60;1682728182;0.00;18.20;7.90;0.00;221.48;0.00;0.00;0.00;0.00
potassium;60;1682728242;0.00;0.13;10.35;0.00;243.35;0.00;0.00;0.00;0.00
potassium;60;1682728302;0.00;30.87;0.00;0.00;246.53;0.00;0.00;0.00;0.00
potassium;60;1682728362;0.00;0.00;0.00;0.00;225.83;0.00;0.00;0.00;0.00
potassium;60;1682728422;0.00;1.20;15.82;0.00;249.65;0.00;0.00;0.00;0.00
potassium;60;1682728482;0.00;7.60;7.88;0.00;284.45;0.00;0.00;0.00;0.00
potassium;60;1682728542;0.00;0.00;0.00;0.00;248.85;0.00;0.00;0.00;0.00
potassium;60;1682728602;0.00;0.00;0.00;0.00;205.92;0.00;0.00;0.00;0.00
potassium;60;1682728662;0.00;0.00;0.00;0.00;253.70;0.00;0.00;0.00;0.00
potassium;60;1682728722;0.00;0.00;15.80;0.00;257.87;0.00;0.00;0.00;0.00
potassium;60;1682728782;0.00;0.00;7.92;0.00;259.88;0.00;0.00;0.00;0.00
